tic,indicator,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
MSRS,ROE,,,,,,,,4.66,2.68,5.63,7.07,12.16,
MSRS,ROA,,,,,,,,2.34,1.33,2.73,3.46,6.28,
MSRS,Return on Sales,,,,,,,,10.4,6.68,9.26,9.65,15.32,
MSRS,ROIC,,,,,,,,4.21,2.68,4.45,5.72,8.74,
MSRS,ROCE,,,,,,,,6.083,3.725,5.8974,7.3331,11.4779,
MSRS,Net Margin,,,,,,,,5.0209,2.8977,5.6618,6.7369,11.4643,
MSRS,Операционная маржа,,,,,,,,10.4005,6.6823,9.2629,9.648,15.3172,
MSRS,EBITDA рентабельность,,,,,,,,23.4766,20.5229,21.8017,21.5928,25.6842,
MSRS,Тек. ливкидность,,,,,,,,0.3392,0.4156,0.4162,0.3749,0.3376,
MSTT,P/FCF,,1.23,1.74,,2.21,,,,,,,,
MTLR,P/E,,,,,,,,16.01,53.55,1.16,1.0,8.07,
MTLR,P/B,,,,,,,,-0.16,-0.18,-0.58,-0.63,-2.33,
MTLR,P/S,,,,,,,,0.13,0.16,0.23,0.15,0.44,
MTLR,P/CF,,,,,,,,0.67,1.14,1.27,0.81,2.8,
MTLR,P/FCF,,,,,,,,0.75,1.31,1.39,0.96,4.4,
MTLR,EV/S,,,,,,,,1.54,1.39,0.89,0.65,1.06,
MTLR,EV/EBITDA,,,,,,,,8.25,8.99,2.87,2.44,4.98,
MTLR,EV/EBIT,,,,,,,,8.4371,-23.0775,3.2146,2.6705,14.3007,
MTLR,Коэффициент долга,,,,,,,,1.75,2.19,1.62,1.33,1.22,
MTLR,D/E,,,,,,,,-2.3378,-1.8403,-2.6128,-4.0771,-5.4947,
MTLR,CAPEX/Выручка,,,,,,,,2.1877,1.818,1.544,2.8916,5.7514,
MTLR,NetDebt/EBITDA,,,,,,,,7.531,7.9316,2.1232,1.8861,2.8954,
MTLR,Долг/EBITDA,,,,,,,,7.27,7.72,2.26,2.09,2.69,
MTLR,ROE,,,,,,,,-1.83,-0.63,-56.1,-79.23,-40.09,
MTLR,ROA,,,,,,,,1.37,0.75,34.78,25.75,8.92,
MTLR,Return on Sales,,,,,,,,18.2,-6.02,27.81,24.18,7.41,
MTLR,ROIC,,,,,,,,-5.25,-9.7,-75.58,-143.54,69.78,
MTLR,ROCE,,,,,,,,-35.5677,7.778,-88.8141,-189.137,33.3341,
MTLR,Net Margin,,,,,,,,1.4922,0.5485,20.5482,15.0148,5.9739,
MTLR,Операционная маржа,,,,,,,,11.91,7.506,25.5341,22.4256,15.977,
MTLR,EBITDA рентабельность,,,,,,,,18.6061,15.4644,31.1341,26.5214,21.2733,
MTLR,Тек. ливкидность,,,,,,,,0.1437,0.1724,0.3162,0.3853,0.6561,
MTLRP,P/E,,,,,,,,16.01,53.55,1.16,1.0,8.07,
MTLRP,P/B,,,,,,,,-0.16,-0.18,-0.58,-0.63,-2.33,
MTLRP,P/S,,,,,,,,0.13,0.16,0.23,0.15,0.44,
MTLRP,P/CF,,,,,,,,0.67,1.14,1.27,0.81,2.8,
MTLRP,P/FCF,,,,,,,,0.75,1.31,1.39,0.96,4.4,
MTLRP,EV/S,,,,,,,,1.54,1.39,0.89,0.65,1.06,
MTLRP,EV/EBITDA,,,,,,,,8.25,8.99,2.87,2.44,4.98,
MTLRP,EV/EBIT,,,,,,,,8.4371,-23.0775,3.2146,2.6705,14.3007,
MTLRP,Коэффициент долга,,,,,,,,1.75,2.19,1.62,1.33,1.22,
MTLRP,D/E,,,,,,,,-2.3378,-1.8403,-2.6128,-4.0771,-5.4947,
MTLRP,CAPEX/Выручка,,,,,,,,2.1877,1.818,1.544,2.8916,5.7514,
MTLRP,NetDebt/EBITDA,,,,,,,,7.531,7.9316,2.1232,1.8861,2.8954,
MTLRP,Долг/EBITDA,,,,,,,,7.27,7.72,2.26,2.09,2.69,
MTLRP,ROE,,,,,,,,-1.83,-0.63,-56.1,-79.23,-40.09,
MTLRP,ROA,,,,,,,,1.37,0.75,34.78,25.75,8.92,
MTLRP,Return on Sales,,,,,,,,18.2,-6.02,27.81,24.18,7.41,
MTLRP,ROIC,,,,,,,,-5.25,-9.7,-75.58,-143.54,69.78,
MTLRP,ROCE,,,,,,,,-35.5677,7.778,-88.8141,-189.137,33.3341,
MTLRP,Net Margin,,,,,,,,1.4922,0.5485,20.5482,15.0148,5.9739,
MTLRP,Операционная маржа,,,,,,,,11.91,7.506,25.5341,22.4256,15.977,
MTLRP,EBITDA рентабельность,,,,,,,,18.6061,15.4644,31.1341,26.5214,21.2733,
MTLRP,Тек. ливкидность,,,,,,,,0.1437,0.1724,0.3162,0.3853,0.6561,
MTSS,P/E,,,,,,,,11.84,10.73,9.36,14.4,9.08,
MTSS,P/B,,,,,,,,19.41,22.95,60.82,-50.09,-97.18,
MTSS,P/S,,,,,,,,1.36,1.33,1.11,0.87,0.82,
MTSS,P/CF,,,,,,,,6.02,4.24,4.16,2.46,3.57,
MTSS,P/FCF,,,,,,,,11.59,10.69,19.06,6.01,11.06,
MTSS,EV/S,,,,,,,,1.96,1.97,1.84,1.57,1.55,
MTSS,EV/EBITDA,,,,,,,,4.23,4.51,4.29,3.86,3.94,
MTSS,EV/EBIT,,,,,,,,8.2918,8.3994,8.3315,8.0008,7.6119,
MTSS,Коэффициент долга,,,,,,,,0.96,0.96,0.99,1.0,1.0,
MTSS,D/E,,,,,,,,21.6386,27.1188,68.5575,-300.4,749.898,
MTSS,CAPEX/Выручка,,,,,,,,19.439,19.6815,20.8986,20.781,16.7504,
MTSS,NetDebt/EBITDA,,,,,,,,1.2855,1.4674,1.7,1.7354,1.8578,
MTSS,Долг/EBITDA,,,,,,,,1.57,1.98,2.02,2.2,2.33,
MTSS,ROE,,,,,,,,151.4,189.88,440.08,-924.38,3228.43,
MTSS,ROA,,,,,,,,6.69,6.75,6.33,3.09,4.3,
MTSS,Return on Sales,,,,,,,,23.64,23.48,22.09,19.68,20.3,
MTSS,ROIC,,,,,,,,19.63,15.29,17.7,13.77,21.99,
MTSS,ROCE,,,,,,,,23.3992,19.6804,21.7619,20.0542,25.9308,
MTSS,Net Margin,,,,,,,,11.7081,12.5419,12.0263,6.1717,9.1633,
MTSS,Операционная маржа,,,,,,,,24.5592,22.8101,22.1329,20.2007,20.2719,
MTSS,EBITDA рентабельность,,,,,,,,46.3658,43.7308,42.8748,40.8115,39.1717,
MTSS,Тек. ливкидность,,,,,,,,0.5584,0.7984,0.5562,0.5457,0.4964,
MVID,P/E,,,,,,,,13.12,19.58,-19.67,-2.81,,
MVID,P/B,,,,,,,,2.91,3.81,3.39,4.53,,
MVID,P/S,,,,,,,,0.26,0.3,0.17,0.07,,
MVID,P/CF,,,,,,,,5.16,4.13,3.96,7.69,,
MVID,P/FCF,,,,,,,4.72,10.63,5.54,14.78,,,
MVID,EV/S,,,,,,,,0.38,0.4,0.29,0.23,,
MVID,EV/EBITDA,,,,,,,,3.1,3.78,5.37,2.71,,
MVID,EV/EBIT,,,,,,,,6.2444,8.2375,14.4589,14.0147,,
MVID,Коэффициент долга,,,,,,,,0.91,0.91,0.96,0.98,,
MVID,D/E,,,,,,,,9.7707,10.5973,24.962,51.3497,,
MVID,CAPEX/Выручка,,,,,,,,2.5563,1.8747,3.058,1.4998,,
MVID,NetDebt/EBITDA,,,,,,,,1.0005,0.9086,2.2569,1.8807,,
MVID,Долг/EBITDA,,,,,,,,1.11,1.08,2.73,2.75,,
MVID,ROE,,,,,,,,22.21,19.44,-23.79,-161.43,,
MVID,ROA,,,,,,,,2.06,1.68,-0.92,-3.08,,
MVID,Return on Sales,,,,,,,,6.06,4.85,1.97,1.67,,
MVID,ROIC,,,,,,,,14.0,13.35,4.13,7.6,,
MVID,ROCE,,,,,,,,17.1087,14.966,8.163,8.5755,,
MVID,Net Margin,,,,,,,,1.9534,1.5497,-0.8403,-2.559,,
MVID,Операционная маржа,,,,,,,,6.6027,5.4318,1.21,1.9252,,
MVID,EBITDA рентабельность,,,,,,,,12.2254,10.5554,5.3098,8.6537,,
MVID,Тек. ливкидность,,,,,,,,0.8649,0.8783,0.786,0.6821,,
NKHP,P/E,,,,,,,,16.97,9.76,8.26,10.01,13.79,
NKHP,P/B,,,,,,,,2.61,2.86,2.14,1.75,5.15,
NKHP,P/S,,,,,,,,0.9,2.95,3.09,3.95,7.29,
NKHP,P/CF,,,,,,,,16.36,4.3,7.8,7.9,13.57,
NKHP,P/FCF,,,,,,,,253.0,5.04,11.16,14.51,18.32,
NKHP,EV/S,,,,,,,,1.1,2.97,3.14,3.75,6.87,
NKHP,EV/EBITDA,,,,,,,,11.49,6.67,6.01,6.76,10.3,
NKHP,EV/EBIT,,,,,,,,13.6887,7.2778,6.6224,7.5824,10.8787,
NKHP,Коэффициент долга,,,,,,,,0.56,0.38,0.19,0.11,0.23,
NKHP,D/E,,,,,,,,1.2806,0.6105,0.2316,0.1212,0.2914,
NKHP,CAPEX/Выручка,,,,,,,,5.137,10.0141,11.9145,22.7968,13.9368,
NKHP,NetDebt/EBITDA,,,,,,,,2.1316,0.0494,0.0959,-0.3626,-0.6369,
NKHP,Долг/EBITDA,,,,,,,,2.59,0.94,0.37,0.13,0.11,
NKHP,ROE,,,,,,,,15.4,29.3,25.86,17.51,37.35,
NKHP,ROA,,,,,,,,6.75,18.19,21.0,15.62,28.92,
NKHP,Return on Sales,,,,,,,,8.06,40.78,47.34,49.44,63.12,
NKHP,ROIC,,,,,,,,11.9,26.08,24.16,16.9,32.98,
NKHP,ROCE,,,,,,,,15.5269,32.9051,30.3577,21.2035,41.4416,
NKHP,Net Margin,,,,,,,,5.2951,30.1835,37.3705,39.4546,52.8737,
NKHP,Операционная маржа,,,,,,,,8.0593,40.784,47.3414,49.4393,63.1175,
NKHP,EBITDA рентабельность,,,,,,,,9.6017,44.4735,52.1231,55.4867,66.6687,
NKHP,Тек. ливкидность,,,,,,,,1.2028,1.0708,1.0369,2.0893,1.9181,
NKNC,P/E,,,,,,3.61,4.54,7.28,,,,,
NKNC,P/B,,,,,,0.67,0.71,1.2,,,,,
NKNC,P/S,,,,,,0.53,0.58,0.98,,,,,
NKNC,P/CF,,,,,,3.27,6.04,3.87,,,,,
NKNC,P/FCF,,,,6.43,48.93,6.47,,21.88,,,,,
NKNC,EV/S,,,,,,0.38,0.44,1.06,,,,,
NKNC,EV/EBITDA,,,,,,1.79,2.4,5.28,,,,,
NKNC,EV/EBIT,,,,,,2.0611,2.7945,6.3747,,,,,
NKNC,Коэффициент долга,,,,,,0.11,0.22,0.32,,,,,
NKNC,D/E,,,,,,0.1281,0.2967,0.4765,,,,,
NKNC,CAPEX/Выручка,,,,,8.4189,8.0786,17.3936,20.7721,,,,,
NKNC,NetDebt/EBITDA,,,,,,-0.7502,-0.7191,0.4331,,,,,
NKNC,Долг/EBITDA,,,,,,0.01,0.93,1.39,,,,,
NKNC,ROE,,,,,,18.56,15.6,16.48,,,,,
NKNC,ROA,,,,,,16.45,11.78,11.16,,,,,
NKNC,Return on Sales,,,,,,18.27,15.9,16.69,,,,,
NKNC,ROIC,,,,,,17.53,12.19,10.89,,,,,
NKNC,ROCE,,,,,,22.1725,15.7223,14.8279,,,,,
NKNC,Net Margin,,,,,,14.8251,12.7835,13.4248,,,,,
NKNC,Операционная маржа,,,,,,18.3335,15.292,15.6785,,,,,
NKNC,EBITDA рентабельность,,,,,,21.0657,18.5325,20.1581,,,,,
NKNC,Тек. ливкидность,,,,,,5.0076,6.6077,4.8127,,,,,
NKNCP,P/E,,,,,,3.61,4.54,7.28,,,,,
NKNCP,P/B,,,,,,0.67,0.71,1.2,,,,,
NKNCP,P/S,,,,,,0.53,0.58,0.98,,,,,
NKNCP,P/CF,,,,,,3.27,6.04,3.87,,,,,
NKNCP,P/FCF,,,,6.43,48.93,6.47,,21.88,,,,,
NKNCP,EV/S,,,,,,0.38,0.44,1.06,,,,,
NKNCP,EV/EBITDA,,,,,,1.79,2.4,5.28,,,,,
NKNCP,EV/EBIT,,,,,,2.0611,2.7945,6.3747,,,,,
NKNCP,Коэффициент долга,,,,,,0.11,0.22,0.32,,,,,
NKNCP,D/E,,,,,,0.1281,0.2967,0.4765,,,,,
NKNCP,CAPEX/Выручка,,,,,8.4189,8.0786,17.3936,20.7721,,,,,
NKNCP,NetDebt/EBITDA,,,,,,-0.7502,-0.7191,0.4331,,,,,
NKNCP,Долг/EBITDA,,,,,,0.01,0.93,1.39,,,,,
NKNCP,ROE,,,,,,18.56,15.6,16.48,,,,,
NKNCP,ROA,,,,,,16.45,11.78,11.16,,,,,
NKNCP,Return on Sales,,,,,,18.27,15.9,16.69,,,,,
NKNCP,ROIC,,,,,,17.53,12.19,10.89,,,,,
NKNCP,ROCE,,,,,,22.1725,15.7223,14.8279,,,,,
NKNCP,Net Margin,,,,,,14.8251,12.7835,13.4248,,,,,
NKNCP,Операционная маржа,,,,,,18.3335,15.292,15.6785,,,,,
NKNCP,EBITDA рентабельность,,,,,,21.0657,18.5325,20.1581,,,,,
NKNCP,Тек. ливкидность,,,,,,5.0076,6.6077,4.8127,,,,,
NLMK,P/E,,,,,,,,9.89,11.82,3.49,,,
NLMK,P/B,,,,,,,,2.34,3.08,2.72,,,
NLMK,P/S,,,,,,,,1.26,1.62,1.26,,,
NLMK,P/CF,,,,,,,,5.06,6.54,3.9,,,
NLMK,P/FCF,,,,,,,,8.57,12.89,5.34,,,
NLMK,EV/S,,,,,,,,1.43,1.91,1.47,,,
NLMK,EV/EBITDA,,,,,,,,6.25,7.83,3.15,,,
NLMK,EV/EBIT,,,,,,,,8.154,10.4966,3.4401,,,
NLMK,Коэффициент долга,,,,,,,,0.43,0.52,0.47,,,
NLMK,D/E,,,,,,,,0.7629,1.08,0.888,,,
NLMK,CAPEX/Выручка,,,,,,5.8818,5.645,10.1963,12.1765,8.6911,,,
NLMK,NetDebt/EBITDA,,,,,,,,0.7411,1.2041,0.4527,,,
NLMK,Долг/EBITDA,,,,,,,,1.02,1.59,0.54,,,
NLMK,ROE,,,,,,,,23.61,25.99,77.67,,,
NLMK,ROA,,,,,,,,13.39,12.49,41.14,,,
NLMK,Return on Sales,,,,,,,,17.48,18.19,42.68,,,
NLMK,ROIC,,,,,,,,18.36,21.16,59.66,,,
NLMK,ROCE,,,,,,,,22.5971,21.6143,66.8337,,,
NLMK,Net Margin,,,,,,,,12.7162,13.685,36.1057,,,
NLMK,Операционная маржа,,,,,,,,18.979,22.6729,44.2468,,,
NLMK,EBITDA рентабельность,,,,,,,,22.7987,24.3843,46.6285,,,
NLMK,Тек. ливкидность,,,,,,,,1.9029,1.5642,1.6244,,,
NSVZ,P/E,,,,,,,,38.27,6.95,,,,
NSVZ,P/B,,,,,,,,0.53,0.19,,,,
NSVZ,P/S,,,,,,,,0.26,0.2,,,,
NSVZ,P/CF,,,,,,,,2.36,1.5,,,,
NSVZ,P/FCF,,,,,,,11.07,,,,,,
NSVZ,EV/S,,,,,,,,0.87,0.48,,,,
NSVZ,EV/EBITDA,,,,,,,,4.32,2.14,,,,
NSVZ,EV/EBIT,,,,,,,,11.011,5.0067,,,,
NSVZ,Коэффициент долга,,,,,,,,0.67,0.33,,,,
NSVZ,D/E,,,,,,,,1.9942,0.5017,,,,
NSVZ,CAPEX/Выручка,,,,,,,,16.6393,15.7086,,,,
NSVZ,NetDebt/EBITDA,,,,,,,,3.0157,1.2301,,,,
NSVZ,Долг/EBITDA,,,,,,,,3.04,1.29,,,,
NSVZ,ROE,,,,,,,,1.38,2.79,,,,
NSVZ,ROA,,,,,,,,0.46,1.86,,,,
NSVZ,Return on Sales,,,,,,,,7.94,9.64,,,,
NSVZ,ROIC,,,,,,,,6.01,7.08,,,,
NSVZ,ROCE,,,,,,,,12.5442,8.7093,,,,
NSVZ,Net Margin,,,,,,,,0.6894,2.9488,,,,
NSVZ,Операционная маржа,,,,,,,,7.8181,9.8693,,,,
NSVZ,EBITDA рентабельность,,,,,,,,20.2383,22.5837,,,,
NSVZ,Тек. ливкидность,,,,,,,,0.3531,0.6125,,,,
NVTK,P/E,,,,,,,20.96,4.43,56.23,12.12,,,
NVTK,P/B,,,,,,,3.95,2.33,2.35,2.77,,,
NVTK,P/S,,,,,,,4.13,4.44,5.36,4.54,,,
NVTK,P/CF,,,,,,,15.86,12.47,22.19,12.51,,,
NVTK,P/FCF,,,,,,13.23,24.18,23.65,,21.24,,,
NVTK,EV/S,,,,,,,4.28,4.56,5.5,4.65,,,
NVTK,EV/EBITDA,,,,,,,8.58,8.53,9.99,7.19,,,
NVTK,EV/EBIT,,,,,,,15.9169,3.9847,35.9012,10.9022,,,
NVTK,Коэффициент долга,,,,,,,0.27,0.17,0.2,0.22,,,
NVTK,D/E,,,,,,,0.372,0.2074,0.2568,0.2857,,,
NVTK,CAPEX/Выручка,,,,,,,8.9492,16.8442,25.633,14.9062,,,
NVTK,NetDebt/EBITDA,,,,,,,0.3147,0.2144,0.2613,0.1792,,,
NVTK,Долг/EBITDA,,,,,,,0.41,0.33,0.57,0.24,,,
NVTK,ROE,,,,,,,20.63,52.99,4.8,23.63,,,
NVTK,ROA,,,,,,,15.04,43.89,3.82,18.38,,,
NVTK,Return on Sales,,,,,,,26.91,114.38,15.33,42.68,,,
NVTK,ROIC,,,,,,,16.39,40.4,3.61,12.15,,,
NVTK,ROCE,,,,,,,20.1729,52.0588,5.7443,23.8616,,,
NVTK,Net Margin,,,,,,,21.9952,102.394,11.0403,39.0431,,,
NVTK,Операционная маржа,,,,,,,27.3137,100.786,15.8767,24.1238,,,
NVTK,EBITDA рентабельность,,,,,,,49.9299,53.4487,55.0718,64.6945,,,
NVTK,Тек. ливкидность,,,,,,,2.7407,4.2395,2.2684,1.4843,,,
OGKB,P/E,,,,,,6.91,4.19,5.18,6.1,15.74,,,
OGKB,P/B,,,,,,0.41,0.27,0.45,0.56,0.49,,,
OGKB,P/S,,,,,,0.35,0.24,0.46,0.67,0.49,,,
OGKB,P/CF,,,,,,2.01,1.13,2.23,4.29,2.11,,,
OGKB,P/FCF,,,,,,3.43,1.59,3.32,6.77,3.83,,,
OGKB,EV/S,,,,,,0.74,0.53,0.85,1.04,0.75,,,
OGKB,EV/EBITDA,,,,,,3.87,2.8,3.68,4.03,2.69,,,
OGKB,EV/EBIT,,,,,,6.6805,5.3925,6.4385,6.5534,14.5326,,,
OGKB,Коэффициент долга,,,,,,0.44,0.4,0.39,0.36,0.32,,,
OGKB,D/E,,,,,,0.7854,0.676,0.6448,0.5516,0.4716,,,
OGKB,CAPEX/Выручка,,,,,,7.246,6.3157,6.7559,5.7256,10.4765,,,
OGKB,NetDebt/EBITDA,,,,,,2.0196,1.5028,1.6838,1.4401,0.9225,,,
OGKB,Долг/EBITDA,,,,,,2.21,1.75,1.69,1.44,0.92,,,
OGKB,ROE,,,,,,5.95,6.52,8.76,9.17,3.11,,,
OGKB,ROA,,,,,,3.33,3.89,5.32,5.91,2.11,,,
OGKB,Return on Sales,,,,,,11.01,9.75,13.25,15.92,5.17,,,
OGKB,ROIC,,,,,,5.67,5.99,7.55,6.9,3.1,,,
OGKB,ROCE,,,,,,7.9933,7.5007,9.454,9.3243,3.7265,,,
OGKB,Net Margin,,,,,,5.0959,5.7984,8.9353,10.9912,3.1326,,,
OGKB,Операционная маржа,,,,,,11.0053,9.751,13.2547,15.2328,5.441,,,
OGKB,EBITDA рентабельность,,,,,,18.9776,18.8067,23.1856,25.8545,27.931,,,
OGKB,Тек. ливкидность,,,,,,1.3861,1.2853,1.1136,2.2497,2.9338,,,
OKEY,P/E,,,,,,,,28.54,-11.92,55.53,27.15,-2.79,
OKEY,P/B,,,,,,,,1.42,1.28,0.83,0.49,0.72,
OKEY,P/S,,,,,,,,0.13,0.1,0.06,0.03,0.04,
OKEY,P/CF,,,,,,,,1.92,1.44,0.84,0.51,0.53,
OKEY,P/FCF,,,,,,,,2.61,2.2,1.38,1.04,0.77,
OKEY,EV/S,,,,,,,,0.29,0.26,0.21,0.2,0.21,
OKEY,EV/EBITDA,,,,,,,,3.41,3.99,2.57,2.37,2.56,
OKEY,EV/EBIT,,,,,,,,8.141,14.0641,7.6797,6.6401,11.5478,
OKEY,Коэффициент долга,,,,,,,,0.85,0.87,0.87,0.88,0.91,
OKEY,D/E,,,,,,,,5.6798,6.5277,6.7125,7.3955,9.5471,
OKEY,CAPEX/Выручка,,,,,,,,1.7682,2.3557,2.924,3.2754,2.3277,
OKEY,NetDebt/EBITDA,,,,,,,,1.8805,2.4891,1.8298,1.9804,2.0913,
OKEY,Долг/EBITDA,,,,,,,,2.28,3.16,2.44,2.67,2.77,
OKEY,ROE,,,,,,,,4.99,-10.71,1.5,1.79,-25.94,
OKEY,ROA,,,,,,,,0.75,-1.42,0.19,0.21,-2.46,
OKEY,Return on Sales,,,,,,,,3.54,1.87,2.78,3.0,1.82,
OKEY,ROIC,,,,,,,,6.28,6.75,4.0,4.95,5.44,
OKEY,ROCE,,,,,,,,8.7461,4.9258,7.9839,9.1257,5.1294,
OKEY,Net Margin,,,,,,,,0.4525,-0.8283,0.1111,0.1195,-1.3846,
OKEY,Операционная маржа,,,,,,,,2.9688,2.8901,2.6675,2.8446,2.3346,
OKEY,EBITDA рентабельность,,,,,,,,8.4433,6.5707,8.2866,8.4188,8.1909,
OKEY,Тек. ливкидность,,,,,,,,0.7821,0.8022,0.8175,0.862,0.9208,
ORUP,P/E,,,,,,,4.34,2.87,6.46,-0.45,,,
ORUP,P/B,,,,,,,0.44,0.33,0.23,0.17,,,
ORUP,P/S,,,,,,,0.5,0.35,0.31,0.23,,,
ORUP,P/CF,,,,,,,-1.68,-1.67,-6.83,24.16,,,
ORUP,EV/S,,,,,,,1.23,1.21,1.47,1.74,,,
ORUP,EV/EBITDA,,,,,,,4.96,4.62,7.09,-3.93,,,
ORUP,EV/EBIT,,,,,,,5.47,5.1,8.27,-3.72,,,
ORUP,Коэффициент долга,,,,,,,0.43,0.48,0.52,0.64,,,
ORUP,D/E,,,,,,,0.75,0.93,1.07,1.76,,,
ORUP,CAPEX/Выручка,,,,,,,2.51,1.51,0.31,0.59,,,
ORUP,NetDebt/EBITDA,,,,,,,2.94,3.27,5.59,-3.41,,,
ORUP,Долг/EBITDA,,,,,,,3.13,3.46,5.78,-3.5,,,
ORUP,ROE,,,,,,,10.21,11.62,3.5,-38.86,,,
ORUP,ROA,,,,,,,5.82,6.01,1.69,-14.08,,,
ORUP,Return on Sales,,,,,,,22.43,23.66,17.79,-46.93,,,
ORUP,ROCE,,,,,,,14.32,17.06,9.77,-22.7,,,
ORUP,Net Margin,,,,,,,11.53,12.31,4.84,-51.25,,,
ORUP,EBITDA рентабельность,,,,,,,24.71,26.14,20.76,-44.4,,,
ORUP,Тек. ливкидность,,,,,,,4.28,2.82,2.53,2.06,,,
OZON,P/E,,,,,,,,-24.76,-30.1,-8.83,-5.02,-13.69,
OZON,P/B,,,,,,,,586.72,8.45,16.37,-17.54,-8.78,
OZON,P/S,,,,,,,,7.98,6.42,2.81,1.05,1.38,
OZON,P/CF,,,,,,,,-33.49,101.99,-36.77,-15.57,6.67,
OZON,EV/S,,,,,,,,8.12,5.52,2.99,1.07,1.22,
OZON,EV/EBITDA,,,,,,,,-30.83,-49.15,-12.96,-14.39,123.29,
OZON,EV/EBIT,,,,,,,,-25.9925,-28.4635,-8.7279,-7.3334,-14.5797,
OZON,Коэффициент долга,,,,,,,,0.98,0.49,0.87,1.06,1.14,
OZON,D/E,,,,,,,,46.0441,0.9507,6.8848,-18.1094,-8.15,
OZON,CAPEX/Выручка,,,,,,,,7.9329,6.3134,10.8526,12.9235,6.9933,
OZON,NetDebt/EBITDA,,,,,,,,-0.5519,8.0449,-0.7811,-0.1774,-15.552,
OZON,Долг/EBITDA,,,,,,,,-0.74,-0.81,-1.51,-4.58,24.8,
OZON,ROE,,,,,,,,-2370.01,-28.09,-185.5,349.53,64.08,
OZON,ROA,,,,,,,,-50.38,-14.4,-23.53,-20.43,-8.96,
OZON,Return on Sales,,,,,,,,-31.24,-19.39,-34.28,-14.55,-8.39,
OZON,ROIC,,,,,,,,-206.15,-18.35,-50.13,-49.08,-24.42,
OZON,ROCE,,,,,,,,-210.303,-21.4308,-52.0391,-44.8308,-26.5266,
OZON,Net Margin,,,,,,,,-32.2158,-21.3359,-31.8598,-20.9974,-10.0556,
OZON,Операционная маржа,,,,,,,,-30.9663,-16.6009,-33.0253,-15.9317,-7.7199,
OZON,EBITDA рентабельность,,,,,,,,-26.341,-11.2276,-23.0935,-7.4171,0.9918,
OZON,Тек. ливкидность,,,,,,,,0.6394,2.0728,1.3441,0.7949,0.8099,
PHOR,P/E,,,,,,,,6.32,24.15,5.85,4.48,9.92,
PHOR,P/B,,,,,,,,2.49,3.8,4.61,4.19,5.63,
PHOR,P/S,,,,,,,,1.26,1.61,1.8,1.45,1.94,
PHOR,P/CF,,,,,,,,4.36,4.88,6.01,4.07,6.36,
PHOR,P/FCF,,,,,,,,11.03,9.62,9.74,7.93,12.16,
PHOR,EV/S,,,,,,,,1.87,2.23,2.17,1.77,2.45,
PHOR,EV/EBITDA,,,,,,,,6.13,6.6,4.76,3.91,5.88,
PHOR,EV/EBIT,,,,,,,,7.17,18.1607,5.5521,4.2024,9.0394,
PHOR,Коэффициент долга,,,,,,,,0.58,0.66,0.59,0.57,0.71,
PHOR,D/E,,,,,,,,1.4087,1.9737,1.4626,1.3043,2.4672,
PHOR,CAPEX/Выручка,,,,,,,,17.1913,16.1014,11.4037,11.0655,14.5881,
PHOR,NetDebt/EBITDA,,,,,,,,2.0055,1.8314,0.8014,0.6993,1.2195,
PHOR,Долг/EBITDA,,,,,,,,1.77,1.86,0.89,0.74,1.36,
PHOR,ROE,,,,,,,,39.33,15.72,78.76,93.42,56.82,
PHOR,ROA,,,,,,,,16.33,5.29,31.98,40.54,16.39,
PHOR,Return on Sales,,,,,,,,26.06,12.27,39.08,42.11,27.06,
PHOR,ROIC,,,,,,,,17.51,16.41,39.22,55.35,34.25,
PHOR,ROCE,,,,,,,,27.148,13.6485,48.462,73.1098,36.0059,
PHOR,Net Margin,,,,,,,,19.9125,6.665,30.8389,32.4329,19.564,
PHOR,Операционная маржа,,,,,,,,20.8165,23.2524,39.0342,40.0929,34.2391,
PHOR,EBITDA рентабельность,,,,,,,,30.4613,33.7401,45.616,45.2795,41.5708,
PHOR,Тек. ливкидность,,,,,,,,1.0705,0.7368,1.9161,1.1077,0.8587,
PIKK,P/E,,,,,,,9.52,,,,,,
PIKK,P/B,,,,,,,3.18,,,,,,
PIKK,P/S,,,,,,,1.01,,,,,,
PIKK,P/CF,,,,,,,7.54,,,,,,
PIKK,P/FCF,,,12.88,16.56,10.99,9.22,8.55,,,,,,
PIKK,EV/S,,,,,,,1.02,,,,,,
PIKK,EV/EBITDA,,,,,,,5.87,,,,,,
PIKK,EV/EBIT,,,,,,,7.6764,,,,,,
PIKK,Коэффициент долга,,,,,,,0.78,,,,,,
PIKK,D/E,,,,,,,3.5756,,,,,,
PIKK,CAPEX/Выручка,,,,,,,1.5796,,,,,,
PIKK,NetDebt/EBITDA,,,,,,,0.0584,,,,,,
PIKK,Долг/EBITDA,,,,,,,1.45,,,,,,
PIKK,ROE,,,,,,,33.59,,,,,,
PIKK,ROA,,,,,,,7.34,,,,,,
PIKK,Return on Sales,,,,,,,13.31,,,,,,
PIKK,ROIC,,,,,,,18.38,,,,,,
PIKK,ROCE,,,,,,,21.7438,,,,,,
PIKK,Net Margin,,,,,,,10.9429,,,,,,
PIKK,Операционная маржа,,,,,,,14.9062,,,,,,
PIKK,EBITDA рентабельность,,,,,,,17.4156,,,,,,
PIKK,Тек. ливкидность,,,,,,,1.4179,,,,,,
